#SampleID	RSID	visitno	sex	RUNCENTER	HMPbodysubsite	Mislabeled	Contaminated	Description
700015651	158924089	1	male	"JCVI,WUGC"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015651_from_subject_158924089__sex_male_
700015654	158924089	1	male	"JCVI,WUGC"	Throat	NA	NA	HMP_Human_metagenome_sample_700015654_from_subject_158924089__sex_male_
700015657	158924089	1	male	"JCVI,WUGC"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015657_from_subject_158924089__sex_male_
700015660	158924089	1	male	"JCVI,WUGC"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015660_from_subject_158924089__sex_male_
700015663	158924089	1	male	"JCVI,WUGC"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015663_from_subject_158924089__sex_male_
700015666	158924089	1	male	"JCVI,WUGC"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015666_from_subject_158924089__sex_male_
700015669	158924089	1	male	"JCVI,WUGC"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015669_from_subject_158924089__sex_male_
700015672	158924089	1	male	"JCVI,WUGC"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015672_from_subject_158924089__sex_male_
700015675	158924089	1	male	"JCVI,WUGC"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015675_from_subject_158924089__sex_male_
700015702	158984779	1	female	"JCVI,BI"	Stool	NA	NA	HMP_Human_metagenome_sample_700015702_from_subject_158984779__sex_female_
700015714	158984779	1	female	"JCVI,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700015714_from_subject_158984779__sex_female_
700015720	158984779	1	female	"JCVI,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015720_from_subject_158984779__sex_female_
700015726	158984779	1	female	"JCVI,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015726_from_subject_158984779__sex_female_
700015729	158984779	1	female	"JCVI,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015729_from_subject_158984779__sex_female_
700015732	158984779	1	female	"JCVI,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015732_from_subject_158984779__sex_female_
700015735	158984779	1	female	"JCVI,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700015735_from_subject_158984779__sex_female_
700015738	158984779	1	female	"JCVI,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015738_from_subject_158984779__sex_female_
700015741	158984779	1	female	"JCVI,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015741_from_subject_158984779__sex_female_
700015744	158984779	1	female	"JCVI,BI"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015744_from_subject_158984779__sex_female_
700015756	158984779	1	female	"JCVI,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015756_from_subject_158984779__sex_female_
700015759	158984779	1	female	"JCVI,BI"	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700015759_from_subject_158984779__sex_female_
700015762	158984779	1	female	"JCVI,BI"	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700015762_from_subject_158984779__sex_female_
700015765	158984779	1	female	"JCVI,BI"	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700015765_from_subject_158984779__sex_female_
700015784	159571453	1	male	BI	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015784_from_subject_159571453__sex_male_
700015857	159369152	1	male	BI	Stool	NA	NA	HMP_Human_metagenome_sample_700015857_from_subject_159369152__sex_male_
700015861	159369152	1	male	BI	Saliva	NA	NA	HMP_Human_metagenome_sample_700015861_from_subject_159369152__sex_male_
700015863	159369152	1	male	BI	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015863_from_subject_159369152__sex_male_
700015864	159369152	1	male	BI	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700015864_from_subject_159369152__sex_male_
700015865	159369152	1	male	BI	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015865_from_subject_159369152__sex_male_
700015866	159369152	1	male	BI	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015866_from_subject_159369152__sex_male_
700015867	159369152	1	male	BI	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015867_from_subject_159369152__sex_male_
700015868	159369152	1	male	BI	Throat	NA	NA	HMP_Human_metagenome_sample_700015868_from_subject_159369152__sex_male_
700015869	159369152	1	male	BI	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015869_from_subject_159369152__sex_male_
700015870	159369152	1	male	BI	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015870_from_subject_159369152__sex_male_
700015871	159369152	1	male	BI	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015871_from_subject_159369152__sex_male_
700015872	159369152	1	male	BI	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015872_from_subject_159369152__sex_male_
700015873	159369152	1	male	BI	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015873_from_subject_159369152__sex_male_
700015874	159369152	1	male	BI	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015874_from_subject_159369152__sex_male_
700015875	159369152	1	male	BI	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015875_from_subject_159369152__sex_male_
700015922	159591683	1	male	BI	Stool	NA	NA	HMP_Human_metagenome_sample_700015922_from_subject_159591683__sex_male_
700015934	159591683	1	male	BI	Saliva	NA	NA	HMP_Human_metagenome_sample_700015934_from_subject_159591683__sex_male_
700015940	159591683	1	male	BI	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015940_from_subject_159591683__sex_male_
700015943	159591683	1	male	BI	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700015943_from_subject_159591683__sex_male_
700015946	159591683	1	male	BI	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015946_from_subject_159591683__sex_male_
700015949	159591683	1	male	BI	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015949_from_subject_159591683__sex_male_
700015952	159591683	1	male	BI	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015952_from_subject_159591683__sex_male_
700015955	159591683	1	male	BI	Throat	NA	NA	HMP_Human_metagenome_sample_700015955_from_subject_159591683__sex_male_
700015958	159591683	1	male	BI	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015958_from_subject_159591683__sex_male_
700015961	159591683	1	male	BI	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015961_from_subject_159591683__sex_male_
700015964	159591683	1	male	BI	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015964_from_subject_159591683__sex_male_
700015967	159591683	1	male	BI	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015967_from_subject_159591683__sex_male_
700015970	159591683	1	male	BI	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015970_from_subject_159591683__sex_male_
700015973	159591683	1	male	BI	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015973_from_subject_159591683__sex_male_
700015976	159591683	1	male	BI	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015976_from_subject_159591683__sex_male_
700015979	159247771	1	female	"JCVI,WUGC"	Stool	NA	NA	HMP_Human_metagenome_sample_700015979_from_subject_159247771__sex_female_
700015991	159247771	1	female	"JCVI,WUGC"	Saliva	NA	NA	HMP_Human_metagenome_sample_700015991_from_subject_159247771__sex_female_
700015997	159247771	1	female	"JCVI,WUGC"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015997_from_subject_159247771__sex_female_
700016000	158964549	1	male	"WUGC,BCM"	Stool	NA	NA	HMP_Human_metagenome_sample_700016000_from_subject_158964549__sex_male_
700016004	159005010	1	female	"JCVI,WUGC"	Stool	NA	NA	HMP_Human_metagenome_sample_700016004_from_subject_159005010__sex_female_
700016008	159085930	1	female	"JCVI,WUGC"	Stool	NA	NA	HMP_Human_metagenome_sample_700016008_from_subject_159085930__sex_female_
700016036	158964549	1	male	"BCM,WUGC"	Saliva	NA	NA	HMP_Human_metagenome_sample_700016036_from_subject_158964549__sex_male_
700016038	158964549	1	male	"BCM,WUGC"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700016038_from_subject_158964549__sex_male_
700016039	158964549	1	male	"BCM,WUGC"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700016039_from_subject_158964549__sex_male_
700016040	158964549	1	male	"BCM,WUGC"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700016040_from_subject_158964549__sex_male_
700016041	158964549	1	male	"BCM,WUGC"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700016041_from_subject_158964549__sex_male_
700016042	158964549	1	male	"BCM,WUGC"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700016042_from_subject_158964549__sex_male_
700016043	158964549	1	male	"BCM,WUGC"	Throat	NA	NA	HMP_Human_metagenome_sample_700016043_from_subject_158964549__sex_male_
700016044	158964549	1	male	"BCM,WUGC"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016044_from_subject_158964549__sex_male_
700016045	158964549	1	male	"BCM,WUGC"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016045_from_subject_158964549__sex_male_
700016046	158964549	1	male	"BCM,WUGC"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700016046_from_subject_158964549__sex_male_
700016047	158964549	1	male	"BCM,WUGC"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700016047_from_subject_158964549__sex_male_
700016048	158964549	1	male	"BCM,WUGC"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700016048_from_subject_158964549__sex_male_
700016049	158964549	1	male	"BCM,WUGC"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700016049_from_subject_158964549__sex_male_
700016050	158964549	1	male	"BCM,WUGC"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700016050_from_subject_158964549__sex_male_
700016051	159005010	1	female	"JCVI,WUGC"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700016051_from_subject_159005010__sex_female_
700016052	159005010	1	female	"JCVI,WUGC"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700016052_from_subject_159005010__sex_female_
700016053	159005010	1	female	"WUGC,JCVI"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700016053_from_subject_159005010__sex_female_
700016054	159005010	1	female	"JCVI,WUGC"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700016054_from_subject_159005010__sex_female_
700016055	159005010	1	female	"JCVI,WUGC"	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700016055_from_subject_159005010__sex_female_
700016056	159005010	1	female	"JCVI,WUGC"	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700016056_from_subject_159005010__sex_female_
700016057	159005010	1	female	"JCVI,WUGC"	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700016057_from_subject_159005010__sex_female_
700016123	159146620	1	male	"BCM,WUGC"	Saliva	NA	NA	HMP_Human_metagenome_sample_700016123_from_subject_159146620__sex_male_
700016125	159146620	1	male	"BCM,WUGC"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700016125_from_subject_159146620__sex_male_
700016126	159146620	1	male	"BCM,WUGC"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700016126_from_subject_159146620__sex_male_
700016127	159146620	1	male	"BCM,WUGC"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700016127_from_subject_159146620__sex_male_
700016128	159146620	1	male	"BCM,WUGC"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700016128_from_subject_159146620__sex_male_
700016129	159146620	1	male	"BCM,WUGC"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700016129_from_subject_159146620__sex_male_
700016130	159146620	1	male	"BCM,WUGC"	Throat	NA	NA	HMP_Human_metagenome_sample_700016130_from_subject_159146620__sex_male_
700016131	159146620	1	male	"BCM,WUGC"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016131_from_subject_159146620__sex_male_
700016132	159146620	1	male	"BCM,WUGC"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016132_from_subject_159146620__sex_male_
700016133	159146620	1	male	"BCM,WUGC"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700016133_from_subject_159146620__sex_male_
700016134	159146620	1	male	"BCM,WUGC"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700016134_from_subject_159146620__sex_male_
700016135	159146620	1	male	"BCM,WUGC"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700016135_from_subject_159146620__sex_male_
700016136	159146620	1	male	"BCM,WUGC"	Stool	NA	NA	HMP_Human_metagenome_sample_700016136_from_subject_159146620__sex_male_
700016137	159146620	1	male	"BCM,WUGC"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700016137_from_subject_159146620__sex_male_
700016138	159146620	1	male	"BCM,WUGC"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700016138_from_subject_159146620__sex_male_
700016139	158944319	1	female	"JCVI,BI"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700016139_from_subject_158944319__sex_female_
700016140	158944319	1	female	"JCVI,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700016140_from_subject_158944319__sex_female_
700016210	159328691	1	male	BI	Stool	NA	NA	HMP_Human_metagenome_sample_700016210_from_subject_159328691__sex_male_
700016234	159328691	1	male	BI	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700016234_from_subject_159328691__sex_male_
700016299	159085930	1	female	"JCVI,WUGC"	Saliva	NA	NA	HMP_Human_metagenome_sample_700016299_from_subject_159085930__sex_female_
700016301	159085930	1	female	"JCVI,WUGC"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700016301_from_subject_159085930__sex_female_
700016302	159085930	1	female	"JCVI,WUGC"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700016302_from_subject_159085930__sex_female_
700016303	159085930	1	female	"JCVI,WUGC"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700016303_from_subject_159085930__sex_female_
700016304	159085930	1	female	"JCVI,WUGC"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700016304_from_subject_159085930__sex_female_
700016305	159085930	1	female	"JCVI,WUGC"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700016305_from_subject_159085930__sex_female_
700016306	159085930	1	female	"JCVI,WUGC"	Throat	NA	NA	HMP_Human_metagenome_sample_700016306_from_subject_159085930__sex_female_
700016307	159085930	1	female	"JCVI,WUGC"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016307_from_subject_159085930__sex_female_
700016308	159085930	1	female	"JCVI,WUGC"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016308_from_subject_159085930__sex_female_
700016309	159085930	1	female	"JCVI,WUGC"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700016309_from_subject_159085930__sex_female_
700016310	159085930	1	female	"JCVI,WUGC"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700016310_from_subject_159085930__sex_female_
700016311	159085930	1	female	"JCVI,WUGC"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700016311_from_subject_159085930__sex_female_
700016312	159085930	1	female	"JCVI,WUGC"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700016312_from_subject_159085930__sex_female_
700016313	159085930	1	female	"JCVI,WUGC"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700016313_from_subject_159085930__sex_female_
700016344	159005010	1	female	"JCVI,WUGC"	Saliva	NA	NA	HMP_Human_metagenome_sample_700016344_from_subject_159005010__sex_female_
700016346	159005010	1	female	"JCVI,WUGC"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700016346_from_subject_159005010__sex_female_
700016347	159005010	1	female	"JCVI,WUGC"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700016347_from_subject_159005010__sex_female_
700016348	159005010	1	female	"JCVI,WUGC"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700016348_from_subject_159005010__sex_female_
700016349	159005010	1	female	"JCVI,WUGC"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700016349_from_subject_159005010__sex_female_
700016350	159005010	1	female	"JCVI,WUGC"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700016350_from_subject_159005010__sex_female_
700016351	159005010	1	female	"JCVI,WUGC"	Throat	NA	NA	HMP_Human_metagenome_sample_700016351_from_subject_159005010__sex_female_
700016352	159005010	1	female	"JCVI,WUGC"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016352_from_subject_159005010__sex_female_
700016353	159005010	1	female	"JCVI,WUGC"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016353_from_subject_159005010__sex_female_
700016354	159005010	1	female	"JCVI,WUGC"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700016354_from_subject_159005010__sex_female_
700016377	159328691	1	male	BI	Saliva	NA	NA	HMP_Human_metagenome_sample_700016377_from_subject_159328691__sex_male_
700016379	159328691	1	male	BI	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700016379_from_subject_159328691__sex_male_
700016380	159328691	1	male	BI	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700016380_from_subject_159328691__sex_male_
700016381	159328691	1	male	BI	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700016381_from_subject_159328691__sex_male_
700016382	159328691	1	male	BI	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700016382_from_subject_159328691__sex_male_
700016383	159328691	1	male	BI	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700016383_from_subject_159328691__sex_male_
700016384	159328691	1	male	BI	Throat	NA	NA	HMP_Human_metagenome_sample_700016384_from_subject_159328691__sex_male_
700016385	159328691	1	male	BI	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016385_from_subject_159328691__sex_male_
700016386	159328691	1	male	BI	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016386_from_subject_159328691__sex_male_
700016456	159207311	1	male	BI	Stool	NA	NA	HMP_Human_metagenome_sample_700016456_from_subject_159207311__sex_male_
700016460	159207311	1	male	BI	Saliva	NA	NA	HMP_Human_metagenome_sample_700016460_from_subject_159207311__sex_male_
700016462	159207311	1	male	BI	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700016462_from_subject_159207311__sex_male_
700016463	159207311	1	male	BI	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700016463_from_subject_159207311__sex_male_
700016464	159207311	1	male	BI	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700016464_from_subject_159207311__sex_male_
700016465	159207311	1	male	BI	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700016465_from_subject_159207311__sex_male_
700016466	159207311	1	male	BI	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700016466_from_subject_159207311__sex_male_
700016467	159207311	1	male	BI	Throat	NA	NA	HMP_Human_metagenome_sample_700016467_from_subject_159207311__sex_male_
700016468	159207311	1	male	BI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700016468_from_subject_159207311__sex_male_
700016469	159207311	1	male	BI	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700016469_from_subject_159207311__sex_male_
700016498	159085930	1	female	"JCVI,WUGC"	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700016498_from_subject_159085930__sex_female_
700016499	159085930	1	female	"JCVI,WUGC"	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700016499_from_subject_159085930__sex_female_
